"createdat","productid","sum_revenue","sum_consumption"
"2018-06-12",1000,"1397.219677","16037"
"2018-06-12",1001,"3675.543946","34121"
"2018-06-12",1002,"5897.256219","52393"
"2018-06-12",2000,NULL,"8370"
"2018-06-13",1000,"3878.306950","50575"
"2018-06-13",1001,"4547.380157","35785"
"2018-06-13",1002,"1647.151964","13935"
"2018-06-13",2000,NULL,"9115"
"2018-06-14",1000,"2925.353292","37062"
"2018-06-14",1001,"4282.530540","41312"
"2018-06-14",1002,"5931.835839","50442"
"2018-06-14",2001,"1548.684081","87836"
"2018-06-15",1000,"2517.196074","29480"
"2018-06-15",1001,"3679.990154","29711"
"2018-06-15",1002,"3966.671424","30976"
"2018-06-15",2001,"1530.738135","78863"
"2018-06-16",1000,"1567.351910","16842"
"2018-06-16",1001,"5662.826893","48807"
"2018-06-16",1002,"4899.235780","43030"
"2018-06-17",1001,"1297.139999","11600"
"2018-06-17",1002,"984.532882","10088"
"2018-06-18",1000,"2138.063734","28553"
"2018-06-18",1001,"2337.654427","21380"
"2018-06-18",1002,"4481.850632","36516"
"2018-06-18",2000,NULL,"19106"
"2018-06-19",1000,"4581.763022","52682"
"2018-06-19",1001,"4967.157080","37675"
"2018-06-19",1002,"1032.479727","9200"
"2018-06-19",2001,"2038.745404","85324"
"2018-06-20",1000,"1076.898047","17088"
"2018-06-20",1001,"4987.679978","39790"
"2018-06-20",1002,"5656.401192","47440"
"2018-06-21",1000,"1922.960177","24205"
"2018-06-21",1001,"2728.354702","19660"
"2018-06-21",1002,"515.750274","5000"
"2018-06-21",2000,NULL,"19979"
"2018-06-22",1000,"4334.476041","52922"
"2018-06-22",1001,"2979.555321","23341"
"2018-06-22",1002,"1315.801975","9156"
"2018-06-22",2000,NULL,"10053"
"2018-06-23",1000,"5939.950775","73358"
"2018-06-23",1001,"1370.160247","11400"
"2018-06-23",1002,"4480.485882","36509"
"2018-06-23",2001,"541.791986","33500"
"2018-06-24",1000,"1594.027908","24834"
"2018-06-24",1001,"3922.380839","35320"
"2018-06-24",1002,"4063.019235","32103"
"2018-06-24",2001,"918.310999","64068"
"2018-06-25",1000,"3360.242357","37794"
"2018-06-25",1001,"5546.525148","42782"
"2018-06-25",1002,"1152.734078","8632"
"2018-06-25",2000,NULL,"10709"
"2018-06-26",1000,"2611.220776","38234"
"2018-06-26",1001,"1399.766695","9792"
"2018-06-26",1002,"102.251233","4654"
"2018-06-26",2000,NULL,"17920"
"2018-06-26",2001,"891.617619","42116"
"2018-06-27",1000,"3611.862400","46201"
"2018-06-27",1001,"2031.680112","16066"
"2018-06-27",1002,"3079.026862","26271"
"2018-06-27",2000,NULL,"10728"
"2018-06-28",1000,"7258.138804","91181"
"2018-06-28",1001,"4553.951079","40489"
"2018-06-28",1002,"2982.593175","25226"
"2018-06-28",2000,NULL,"8202"
"2018-06-29",1000,"4603.115979","52948"
"2018-06-29",1001,"3781.379278","35523"
"2018-06-29",1002,"2513.796356","20668"
"2018-06-30",1000,"3546.499336","47458"
"2018-06-30",1001,"2230.659107","18346"
"2018-06-30",1002,"3129.183927","26569"
"2018-06-30",2000,NULL,"8317"
"2018-07-01",1000,"1755.661321","20237"
"2018-07-01",1001,"3170.037145","27185"
"2018-07-01",1002,"5161.220186","48445"
"2018-07-01",2000,NULL,"18233"
"2018-07-01",2001,"674.822960","37064"
"2018-07-02",1000,"4452.964447","49927"
"2018-07-02",1001,"350.563567","4688"
"2018-07-02",1002,"626.980028","6234"
"2018-07-02",2001,"1254.225166","66032"
"2018-07-03",1001,"4339.901441","33259"
"2018-07-03",1002,"4347.451739","40947"
"2018-07-03",2000,NULL,"16638"
"2018-07-04",1000,"691.980757","9164"
"2018-07-04",1001,"3885.072280","32356"
"2018-07-04",2000,NULL,"11119"
"2018-07-04",2001,"169.581780","19000"
"2018-07-05",1000,"3049.344916","34266"
"2018-07-05",1001,"3035.720995","25894"
"2018-07-05",1002,"2642.098846","21223"
"2018-07-05",2000,NULL,"16897"
"2018-07-06",1000,"1711.675902","20422"
"2018-07-06",1001,"2004.727857","21256"
"2018-07-06",1002,"3196.521899","29252"
"2018-07-06",2000,NULL,"10465"
"2018-07-06",2001,"1297.594598","73444"
"2018-07-07",1000,"1399.232444","26586"
"2018-07-07",1001,"4427.887972","41159"
"2018-07-07",1002,"2052.222835","19308"
"2018-07-07",2000,NULL,"8200"
"2018-07-07",2001,"1507.764518","77743"
"2018-07-08",1000,"6304.708783","75930"
"2018-07-08",1001,"1236.394159","11008"
"2018-07-08",1002,"706.702082","5642"
"2018-07-08",2001,"926.061427","45045"
"2018-07-09",1000,"5385.450493","68036"
"2018-07-09",1002,"1960.432398","20483"
"2018-07-09",2000,NULL,"11117"
"2018-07-09",2001,"1142.871154","67917"
"2018-07-10",1000,"824.066435","13476"
"2018-07-10",1001,"655.207307","4742"
"2018-07-10",1002,"3677.569859","29851"
"2018-07-11",1000,"2628.037479","32814"
"2018-07-11",1002,"2490.720572","22075"
"2018-07-11",2000,NULL,"17606"
"2018-07-12",1000,"4502.897178","56718"
"2018-07-12",1001,"2010.055546","20712"
"2018-07-12",1002,"3072.170331","28787"
"2018-07-12",2001,"587.663637","45316"
"2018-07-13",1001,"4172.352887","32961"
"2018-07-13",1002,"3178.513092","24454"
"2018-07-13",2000,NULL,"11108"
"2018-07-14",1000,"7005.702093","75848"
"2018-07-14",1001,"5576.751391","47126"
"2018-07-14",1002,"2229.956762","20728"
"2018-07-14",2000,NULL,"9832"
"2018-07-15",1000,"4670.068397","67276"
"2018-07-15",1001,"1409.543030","11735"
"2018-07-15",1002,"5577.939070","43784"
"2018-07-15",2001,"1213.300367","59680"
"2018-07-16",1000,"3843.710178","42469"
"2018-07-16",1001,"1754.960597","16068"
"2018-07-16",1002,"1590.398868","11252"
"2018-07-16",2000,NULL,"20373"
"2018-07-16",2001,"870.713712","42225"
"2018-07-17",1000,"5474.602951","60875"
"2018-07-17",1001,"2457.374778","19972"
"2018-07-17",1002,"3854.239909","42228"
"2018-07-17",2001,"691.415165","40260"
"2018-07-18",1000,"4551.021660","59316"
"2018-07-18",1002,"6257.030234","54327"
"2018-07-19",1000,"6693.672913","83105"
"2018-07-19",1001,"2032.658220","20100"
"2018-07-19",1002,"7210.111800","59520"
"2018-07-20",1000,"6280.293903","73624"
"2018-07-20",1001,"3149.956750","28056"
"2018-07-20",1002,"974.278631","8400"
"2018-07-21",1000,"1678.511007","23352"
"2018-07-21",1001,"1772.990822","15494"
"2018-07-21",1002,"3765.585848","30286"
"2018-07-21",2001,"563.389008","22548"
"2018-07-22",1000,"1533.493490","18138"
"2018-07-22",1001,"3403.486652","29632"
"2018-07-22",1002,"229.641465","4490"
"2018-07-22",2000,NULL,"8989"
"2018-07-23",1000,"4322.584572","51086"
"2018-07-23",1001,"3318.920088","33142"
"2018-07-23",1002,"4286.751298","32012"
"2018-07-23",2001,"996.340317","68576"
"2018-07-24",1000,"2810.551912","39657"
"2018-07-24",1001,"4562.722932","38494"
"2018-07-24",1002,"9723.028724","79374"
"2018-07-24",2001,"591.599748","45144"
"2018-07-25",1000,"1141.890405","12882"
"2018-07-25",1001,"1739.869216","17412"
"2018-07-25",1002,"379.525600","4964"
"2018-07-25",2000,NULL,"10001"
"2018-07-25",2001,"1011.488534","45860"
"2018-07-26",1000,"2985.086736","34830"
"2018-07-26",1001,"3484.887483","32068"
"2018-07-26",1002,"2450.829013","22362"
"2018-07-26",2000,NULL,"8445"
"2018-07-27",1000,"1560.908028","17955"
"2018-07-27",1001,"3644.594706","36376"
"2018-07-27",1002,"4125.625306","35988"
"2018-07-27",2000,NULL,"9800"
"2018-07-28",1000,"3720.206585","43642"
"2018-07-28",1001,"2880.217545","23990"
"2018-07-28",1002,"1514.489516","14861"
"2018-07-29",1000,"1500.787596","21870"
"2018-07-29",1001,"5492.425098","45206"
"2018-07-29",1002,"6592.303565","51242"
"2018-07-29",2001,"916.738674","44570"
"2018-07-30",1000,"4129.148786","46768"
"2018-07-30",1001,"3989.420893","36964"
"2018-07-30",1002,"2813.480401","21056"
"2018-07-31",1000,"4069.849147","54826"
"2018-07-31",1001,"6854.651908","59138"
"2018-07-31",1002,"1714.524447","14515"
"2018-07-31",2001,"1030.770668","50380"
"2018-08-01",1000,"1906.420811","29136"
"2018-08-01",1001,"3092.268114","33762"
"2018-08-01",1002,"3987.768166","33456"
"2018-08-01",2001,"439.167161","18852"
"2018-08-02",1000,"1151.207034","19166"
"2018-08-02",1001,"3933.778896","33372"
"2018-08-02",1002,"2561.282154","25372"
"2018-08-03",1001,"5311.014051","44215"
"2018-08-03",1002,"1088.062071","9584"
"2018-08-03",2000,NULL,"10185"
"2018-08-04",1000,"5954.471667","71528"
"2018-08-04",1001,"4063.019181","37696"
"2018-08-04",1002,"6213.801146","52669"
"2018-08-05",1001,"3539.924727","29144"
"2018-08-05",1002,"5282.574607","42418"
"2018-08-05",2001,"333.562362","22352"
"2018-08-06",1000,"1700.158832","21502"
"2018-08-06",1001,"2159.561869","17648"
"2018-08-06",1002,"2018.336264","16798"
"2018-08-06",2001,"1064.884572","46044"
"2018-08-07",1000,"5891.472547","79460"
"2018-08-07",1001,"3929.313354","32001"
"2018-08-07",1002,"1580.249559","17438"
"2018-08-07",2000,NULL,"21363"
"2018-08-08",1000,"5231.060639","60903"
"2018-08-08",1001,"2731.464247","23024"
"2018-08-08",2001,"572.046198","37096"
"2018-08-09",1000,"1899.037979","21917"
"2018-08-09",1001,"3812.390071","33908"
"2018-08-09",1002,"149.657924","4186"
"2018-08-10",1000,"3672.748817","44504"
"2018-08-10",1001,"2831.274920","24235"
"2018-08-10",1002,"2104.977055","21900"
"2018-08-10",2001,"491.750471","19554"
"2018-08-11",1000,"9716.061270","109229"
"2018-08-11",1002,"4066.992546","33594"
"2018-08-11",2000,NULL,"21026"
"2018-08-11",2001,"2596.396504","129256"
"2018-08-12",1000,"973.785529","15354"
"2018-08-12",1001,"5453.144632","43947"
"2018-08-12",1002,"900.898926","8304"
"2018-08-12",2000,NULL,"8669"
"2018-08-12",2001,"938.687287","40380"
"2018-08-13",1000,"1432.125736","21376"
"2018-08-13",1001,"2983.601788","29136"
"2018-08-13",1002,"1332.035124","10260"
"2018-08-13",2000,NULL,"10989"
"2018-08-13",2001,"2253.639357","135291"
"2018-08-14",1000,"1649.921036","18998"
"2018-08-14",1001,"2529.595067","18400"
"2018-08-14",1002,"4001.694976","35684"
"2018-08-14",2001,"566.074642","43568"
"2018-08-15",1000,"2543.398801","33198"
"2018-08-15",1001,"2532.740005","21643"
"2018-08-15",1002,"2128.485343","20184"
"2018-08-15",2000,NULL,"12683"
"2018-08-16",1000,"4102.948988","50555"
"2018-08-16",1001,"3989.121203","33620"
"2018-08-16",1002,"3965.876292","36135"
"2018-08-17",1000,"1112.036056","14658"
"2018-08-17",1001,"2028.410054","17428"
"2018-08-17",1002,"3498.727980","30873"
"2018-08-18",1000,"2888.330418","34428"
"2018-08-18",1002,"1506.665571","16324"
"2018-08-18",2001,"970.579440","40008"
"2018-08-19",1000,"6179.532943","82272"
"2018-08-19",1001,"2523.927387","21412"
"2018-08-19",1002,"1794.093671","15200"
"2018-08-20",1000,"2689.159121","36829"
"2018-08-20",1001,"1373.687063","11430"
"2018-08-20",1002,"2939.252034","22797"
"2018-08-20",2000,NULL,"10240"
"2018-08-21",1000,"1280.096339","17688"
"2018-08-21",1001,"3692.371561","36137"
"2018-08-21",1002,"2015.845647","16655"
"2018-08-21",2001,"650.795642","35756"
"2018-08-22",1000,"3385.182265","46782"
"2018-08-22",1002,"6053.515957","50907"
"2018-08-23",2001,"818.376312","38356"
"2018-08-24",1000,"2162.241085","28482"
"2018-08-24",1001,"968.802084","10888"
"2018-08-24",1002,"948.926011","8352"
"2018-08-24",2000,NULL,"30510"
"2018-08-25",1001,"2788.029627","24932"
"2018-08-25",1002,"4124.467831","34813"
"2018-08-25",2001,"945.738991","44392"
"2018-08-26",1000,"6181.160277","67157"
"2018-08-26",1001,"4288.817162","37225"
"2018-08-26",1002,"1966.412710","20268"
"2018-08-27",1000,"5450.004640","63643"
"2018-08-27",1002,"7166.951590","61389"
"2018-08-27",2000,NULL,"10754"
"2018-08-28",1001,"1060.654981","8976"
"2018-08-28",1002,"4045.285455","32576"
"2018-08-29",1000,"4137.286218","47697"
"2018-08-29",1001,"1415.421058","11785"
"2018-08-29",1002,"2456.782066","17788"
"2018-08-29",2000,NULL,"8151"
"2018-08-29",2001,"1128.021707","55335"
"2018-08-30",1001,"1021.582060","9644"
"2018-08-30",1002,"2462.520522","21260"
"2018-08-30",2001,"1122.181951","48516"
"2018-08-31",1000,"2029.768664","23468"
"2018-08-31",1001,"2411.290726","21150"
"2018-08-31",1002,"3171.734363","31388"
"2018-08-31",2001,"1895.916608","91740"
"2018-09-01",1000,"3129.539677","38814"
"2018-09-01",1001,"4390.338363","45213"
"2018-09-01",1002,"5079.671447","39003"
"2018-09-01",2000,NULL,"9846"
"2018-09-01",2001,"1108.718630","46400"
"2018-09-02",1000,"4431.540985","57492"
"2018-09-02",1001,"3195.883018","23304"
"2018-09-02",1002,"2537.985436","21670"
"2018-09-02",2000,NULL,"23280"
"2018-09-03",1000,"3675.612439","49178"
"2018-09-03",1001,"5414.849664","48838"
"2018-09-03",1002,"741.302655","7364"
"2018-09-03",2000,NULL,"10719"
"2018-09-03",2001,"1785.663118","97776"
"2018-09-04",1000,"3871.536179","45204"
"2018-09-04",1001,"1142.350617","10800"
"2018-09-04",1002,"3638.097987","31050"
"2018-09-04",2001,"806.841846","35924"
"2018-09-05",1000,"1403.274903","14688"
"2018-09-05",1001,"2479.861678","19116"
"2018-09-05",1002,"3080.842273","25370"
"2018-09-05",2001,"489.500931","31540"
"2018-09-06",1000,"824.066435","13476"
"2018-09-06",1001,"1636.619705","14674"
"2018-09-06",1002,"1133.155974","13558"
"2018-09-06",2000,NULL,"19383"
"2018-09-06",2001,"1042.996071","47108"
"2018-09-07",1000,"1958.197616","24360"
"2018-09-07",1001,"5099.181912","45847"
"2018-09-07",1002,"5369.498329","49060"
"2018-09-08",1000,"4254.189611","45606"
"2018-09-08",1001,"3560.776076","26028"
"2018-09-08",1002,"5381.106064","51466"
"2018-09-09",1000,"1084.088697","15378"
"2018-09-09",1001,"5141.584817","41171"
"2018-09-09",1002,"2333.353657","23653"
"2018-09-10",1000,"5385.981470","70580"
"2018-09-10",1001,"6327.293252","51642"
"2018-09-10",1002,"1758.691642","15516"
"2018-09-10",2001,"484.131069","31608"
"2018-09-11",1000,"1760.545326","21828"
"2018-09-11",2000,NULL,"9070"
"2018-09-12",1000,"2433.001012","37370"
"2018-09-12",1001,"1283.198104","8608"
"2018-09-12",1002,"2915.508962","25864"
"2018-09-12",2001,"1736.042363","93412"
"2018-09-13",1000,"2044.447508","28212"
"2018-09-13",1002,"2762.149423","22056"
"2018-09-13",2001,"1028.862323","47792"
"2018-09-14",1000,"3067.564621","36382"
"2018-09-14",1001,"3489.465632","30112"
"2018-09-14",1002,"980.837913","10008"
"2018-09-14",2000,NULL,"10132"
"2018-09-15",1000,"4663.150208","49896"
"2018-09-15",1001,"3492.430307","35116"
"2018-09-15",1002,"5591.299875","50551"
"2018-09-16",1000,"3205.452440","36890"
"2018-09-16",1002,"2977.188625","25140"
"2018-09-17",1001,"1523.247616","11080"
"2018-09-17",1002,"5605.511484","47717"
"2018-09-18",1000,"1867.046970","23786"
"2018-09-18",1001,"4204.754745","39740"
"2018-09-18",1002,"3614.826194","32196"
"2018-09-19",1001,"3683.019141","39260"
"2018-09-20",1000,"1268.599836","17460"
"2018-09-20",1001,"2864.110108","22652"
"2018-09-20",1002,"2941.759992","24835"
"2018-09-21",1000,"2721.507243","32244"
"2018-09-21",1001,"1530.630395","12765"
"2018-09-21",1002,"3251.141462","30888"
"2018-09-21",2001,"1671.456436","70920"
"2018-09-22",1000,"3278.472071","35127"
"2018-09-22",1001,"3809.294315","30112"
"2018-09-22",1002,"5791.974322","44611"
"2018-09-23",1001,"3271.802328","23048"
"2018-09-23",1002,"2896.214353","22888"
"2018-09-23",2000,NULL,"11507"
"2018-09-24",1000,"2558.678172","34674"
"2018-09-24",1001,"1778.683151","14875"
"2018-09-24",1002,"1556.337534","11600"
"2018-09-24",2001,"1797.112337","83863"
"2018-09-25",1001,"2862.231001","22494"
"2018-09-25",1002,"2724.552780","21784"
"2018-09-25",2000,NULL,"8933"
"2018-09-26",1000,"2470.441183","26538"
"2018-09-26",1001,"1842.534249","19048"
"2018-09-26",1002,"953.532430","9684"
"2018-09-26",2000,NULL,"11432"
"2018-09-27",1000,"2624.839616","29940"
"2018-09-27",1001,"5426.849756","51352"
"2018-09-27",1002,"1427.890383","10792"
"2018-09-27",2001,"920.043795","47044"
"2018-09-28",1001,"1265.227134","10648"
"2018-09-28",1002,"2445.672203","25902"
"2018-09-29",1000,"3251.156760","34614"
"2018-09-29",1001,"1429.528323","11905"
"2018-09-29",2001,"717.399528","45048"
"2018-09-30",1000,"3712.721904","45321"
"2018-09-30",1001,"1743.693534","19316"
"2018-09-30",1002,"3858.177348","33928"
"2018-09-30",2000,NULL,"12095"
"2018-10-01",1000,"7737.965973","90120"
"2018-10-01",1001,"3450.584663","29709"
"2018-10-01",1002,"3610.158090","31928"
"2018-10-02",1000,"3041.297156","43710"
"2018-10-02",1001,"3501.723869","33831"
"2018-10-02",1002,"3210.281231","25828"
"2018-10-02",2001,"462.938905","32400"
"2018-10-03",1000,"4753.513453","60786"
"2018-10-03",1001,"6527.656336","53706"
"2018-10-03",1002,"1284.483666","14066"
"2018-10-03",2001,"526.971298","30384"
"2018-10-04",1000,"762.368410","11320"
"2018-10-04",1001,"2168.898411","19440"
"2018-10-04",1002,"2680.925492","22737"
"2018-10-04",2000,NULL,"8600"
"2018-10-04",2001,"686.869038","31716"
"2018-10-05",1000,"449.774644","5870"
"2018-10-05",1001,"1200.918871","12224"
"2018-10-05",1002,"2452.349367","22303"
"2018-10-05",2000,NULL,"11345"
"2018-10-05",2001,"719.878794","37620"
"2018-10-06",1000,"3190.234883","46142"
"2018-10-06",1001,"3854.555130","35398"
"2018-10-06",1002,"3582.635602","30292"
"2018-10-06",2001,"708.008041","34636"
"2018-10-07",1000,"2764.220558","31464"
"2018-10-07",1002,"1573.971510","13305"
"2018-10-07",2000,NULL,"9311"
"2018-10-07",2001,"990.276636","40728"
"2018-10-08",1000,"2137.845248","31092"
"2018-10-08",1001,"5437.269896","44418"
"2018-10-08",1002,"3741.277650","29960"
"2018-10-09",1000,"1439.037869","16527"
"2018-10-09",1002,"416.499342","5610"
"2018-10-09",2000,NULL,"8374"
"2018-10-10",1000,"3459.584288","39206"
"2018-10-10",1001,"3827.872239","33698"
"2018-10-10",1002,"1647.314425","13994"
"2018-10-10",2000,NULL,"11212"
"2018-10-10",2001,"696.348324","46748"
"2018-10-11",1000,"620.332214","9596"
"2018-10-11",1001,"2192.347463","17808"
"2018-10-12",1000,"5998.166044","71670"
"2018-10-12",1001,"2379.742224","22028"
"2018-10-12",1002,"2234.958300","21068"
"2018-10-12",2000,NULL,"24490"
"2018-10-13",1000,"2402.157478","30620"
"2018-10-13",1001,"2704.455977","23614"
"2018-10-13",2001,"776.613143","34908"
"2018-10-14",1000,"3930.986432","47393"
"2018-10-14",1002,"2530.329122","22952"
"2018-10-15",1000,"980.088586","16542"
"2018-10-15",1001,"1965.180966","15178"
"2018-10-15",1002,"3604.460944","30424"
"2018-10-15",2000,NULL,"8756"
"2018-10-15",2001,"816.739877","39475"
"2018-10-16",1000,"3703.537840","47772"
"2018-10-16",1001,"4198.842493","33140"
"2018-10-16",1002,"709.000542","8972"
"2018-10-16",2000,NULL,"8347"
"2018-10-16",2001,"780.878424","47228"
"2018-10-17",1000,"977.265293","13542"
"2018-10-17",1001,"5097.587033","44767"
"2018-10-17",1002,"1348.041375","11360"
"2018-10-17",2000,NULL,"8303"
"2018-10-18",1000,"3731.628233","46686"
"2018-10-18",1001,"2292.525516","23660"
"2018-10-18",1002,"1523.783288","13750"
"2018-10-18",2001,"943.725592","45945"
"2018-10-19",1000,"332.952477","4288"
"2018-10-19",1002,"3208.595649","26640"
"2018-10-19",2001,"1702.910411","80400"
"2018-10-20",1000,"4349.645238","49158"
"2018-10-20",1001,"4790.542585","38059"
"2018-10-20",1002,"2241.400228","23754"
"2018-10-21",1000,"2273.955674","34672"
"2018-10-21",1001,"6627.136290","53026"
"2018-10-21",1002,"3978.685665","32186"
"2018-10-21",2000,NULL,"10373"
"2018-10-22",1001,"1408.999841","13384"
"2018-10-22",1002,"3101.812063","30076"
"2018-10-22",2000,NULL,"11058"
"2018-10-23",1000,"629.382088","11688"
"2018-10-23",1001,"1562.658180","10948"
"2018-10-23",1002,"2940.979641","22328"
"2018-10-24",1001,"1257.541874","8708"
"2018-10-24",1002,"1269.283631","15104"
"2018-10-24",2000,NULL,"23809"
"2018-10-25",1000,"5514.022001","73320"
"2018-10-25",1001,"2156.417606","18214"
"2018-10-25",1002,"735.374000","9220"
"2018-10-26",1000,"1039.855546","19300"
"2018-10-26",1001,"4903.432848","39212"
"2018-10-26",1002,"921.997260","9300"
"2018-10-27",1002,"3497.187512","29360"
"2018-10-28",1000,"2584.681423","38220"
"2018-10-28",1001,"360.096904","4846"
"2018-10-28",1002,"358.333624","4782"
"2018-10-29",1000,"3062.264965","40257"
"2018-10-29",1001,"3566.620029","36546"
"2018-10-29",1002,"3192.193852","25702"
"2018-10-30",1000,"4257.962086","57111"
"2018-10-30",1001,"1215.974301","8512"
"2018-10-30",1002,"4029.433407","27904"
"2018-10-31",1001,"3896.704273","33464"
"2018-10-31",1002,"523.761145","4624"
"2018-10-31",2001,"482.424794","34280"
"2018-11-01",1000,"2326.562567","30966"
"2018-11-01",1001,"1734.599128","15872"
"2018-11-01",1002,"2768.133792","29276"
"2018-11-02",1000,"1102.450882","11856"
"2018-11-02",1001,"1321.289260","9620"
"2018-11-02",2001,"1157.246514","52872"
"2018-11-03",1000,"2505.403341","37702"
"2018-11-03",1001,"1709.769517","13776"
"2018-11-03",1002,"4280.329612","31368"
"2018-11-03",2000,NULL,"10524"
"2018-11-03",2001,"1176.697397","64870"
"2018-11-04",1000,"1724.212590","26372"
"2018-11-04",1001,"1605.561920","20568"
"2018-11-04",1002,"898.986916","8508"
"2018-11-04",2000,NULL,"17893"
"2018-11-04",2001,"799.448619","35528"
"2018-11-05",1000,"1873.589110","26416"
"2018-11-05",1001,"1408.367425","11725"
"2018-11-05",1002,"900.304930","11200"
"2018-11-05",2000,NULL,"9258"
"2018-11-05",2001,"1398.440519","75476"
"2018-11-06",1000,"2497.567342","31140"
"2018-11-06",1001,"3139.328005","25852"
"2018-11-06",2000,NULL,"23038"
"2018-11-06",2001,"988.867345","48245"
"2018-11-07",1000,"3580.068966","43177"
"2018-11-07",1001,"199.514441","4254"
"2018-11-07",1002,"3718.525260","30682"
"2018-11-07",2001,"495.067704","19964"
"2018-11-08",1001,"1184.813425","9200"
"2018-11-08",1002,"2308.276957","21868"
"2018-11-09",1001,"3353.727122","26664"
"2018-11-09",1002,"1081.707541","9752"
"2018-11-09",2000,NULL,"9381"
"2018-11-10",1000,"183.675293","5054"
"2018-11-10",1001,"1680.082275","18012"
"2018-11-10",1002,"3594.175284","29324"
"2018-11-10",2000,NULL,"9929"
"2018-11-11",1000,"1906.907659","29172"
"2018-11-11",1002,"1579.005484","15254"
"2018-11-11",2001,"1484.574570","63968"
"2018-11-12",1000,"3592.206974","42176"
"2018-11-12",1001,"5385.901356","46806"
"2018-11-12",1002,"673.885836","8604"
"2018-11-12",2000,NULL,"11554"
"2018-11-13",1000,"2575.990001","30354"
"2018-11-13",1001,"4062.552804","32092"
"2018-11-13",1002,"2142.969464","25528"
"2018-11-13",2000,NULL,"17839"
"2018-11-13",2001,"1854.607697","89556"
"2018-11-14",1000,"1077.518421","14622"
"2018-11-14",1001,"2301.475156","16508"
"2018-11-14",1002,"3049.751041","24470"
"2018-11-15",1000,"2161.110329","32610"
"2018-11-15",1001,"1520.279091","18424"
"2018-11-15",1002,"3305.740129","29246"
"2018-11-16",1000,"1031.678049","14766"
"2018-11-16",1001,"1190.065068","15548"
"2018-11-16",1002,"3997.145480","32420"
"2018-11-16",2000,NULL,"18515"
"2018-11-16",2001,"1015.617019","47772"
"2018-11-17",1000,"2384.256467","30828"
"2018-11-18",1001,"2517.451234","17592"
"2018-11-18",1002,"5558.615045","50504"
"2018-11-19",1000,"1574.186499","22146"
"2018-11-19",1001,"1493.742855","10444"
"2018-11-19",1002,"3408.237520","25890"
"2018-11-19",2001,"1338.269595","55806"
"2018-11-20",1002,"5788.193947","49687"
"2018-11-21",1000,"3671.633407","47106"
"2018-11-21",1001,"3005.527495","32032"
"2018-11-21",1002,"1733.525764","17782"
"2018-11-21",2000,NULL,"31065"
"2018-11-22",1000,"733.259582","13458"
"2018-11-22",1001,"1919.501260","15372"
"2018-11-22",1002,"2267.317958","19360"
"2018-11-22",2000,NULL,"29258"
"2018-11-23",1000,"4226.433961","54162"
"2018-11-23",1001,"2644.616279","24504"
"2018-11-23",1002,"6015.911070","54942"
"2018-11-23",2000,NULL,"10310"
"2018-11-23",2001,"676.844846","40028"
"2018-11-24",1000,"2315.568852","33770"
"2018-11-24",1002,"919.897939","8644"
"2018-11-24",2000,NULL,"16319"
"2018-11-25",1000,"2534.741175","29418"
"2018-11-25",1001,"3958.266312","31836"
"2018-11-25",1002,"5142.996268","47248"
"2018-11-25",2000,NULL,"8160"
"2018-11-25",2001,"686.580275","42660"
"2018-11-26",1000,"4232.762671","47634"
"2018-11-26",1002,"1021.757119","9152"
"2018-11-26",2000,NULL,"12197"
"2018-11-27",1000,"3857.116140","48570"
"2018-11-27",1001,"1382.945474","9604"
"2018-11-27",1002,"1634.590515","18096"
"2018-11-27",2001,"1067.860687","44200"
"2018-11-28",1000,"1061.246849","15600"
"2018-11-28",1001,"490.641649","4868"
"2018-11-28",1002,"2623.193209","21468"
"2018-11-28",2001,"853.308478","36540"
"2018-11-29",1000,"2543.570655","34123"
"2018-11-29",1001,"1797.288494","13604"
"2018-11-29",2001,"1043.021713","41716"
"2018-11-30",1000,"4638.840460","58278"
"2018-11-30",1001,"1581.449327","10864"
"2018-11-30",1002,"3872.826999","29004"
"2018-11-30",2000,NULL,"8941"
"2018-11-30",2001,"456.600959","21000"
"2018-12-01",1000,"4121.264580","46382"
"2018-12-01",1001,"1350.517082","10164"
"2018-12-01",1002,"6198.528262","50836"
"2018-12-01",2000,NULL,"10366"
"2018-12-02",1000,"1696.895835","17064"
"2018-12-02",1001,"2481.190744","23440"
"2018-12-02",1002,"3214.824030","30852"
"2018-12-02",2000,NULL,"8360"
"2018-12-03",1000,"408.814920","5504"
"2018-12-03",1001,"2772.113078","21447"
"2018-12-03",1002,"2448.486524","20092"
"2018-12-03",2001,"862.070380","55232"
"2018-12-04",1000,"2111.492713","27294"
"2018-12-04",1001,"246.575860","5038"
"2018-12-04",1002,"2444.256412","18932"
"2018-12-04",2001,"623.873698","32400"
"2018-12-05",1001,"3171.506419","24830"
"2018-12-05",1002,"1285.851512","15688"
"2018-12-05",2000,NULL,"8967"
"2018-12-06",1000,"1422.756000","17262"
"2018-12-06",1001,"4460.010854","38136"
"2018-12-06",1002,"2695.112088","21444"
"2018-12-07",1000,"852.466356","13920"
"2018-12-07",1001,"1868.780965","22106"
"2018-12-07",2000,NULL,"9819"
"2018-12-08",1000,"821.395946","15198"
"2018-12-08",1002,"2550.491479","20796"
"2018-12-08",2000,NULL,"32362"
"2018-12-09",1000,"3943.083398","44178"
"2018-12-09",1001,"4779.136504","40028"
"2018-12-09",1002,"1887.602030","16005"
"2018-12-09",2001,"259.714931","20800"
